P_CODE,NRM_REGION,REEF,DEPTH,VISIT_NO,Date,subregion,A,AB,HC,SC,CoralCover,MA,Acr,DISTURBANCE,juv5.d.nf
IN,Burdekin,Havannah,2,1,23/08/2005,Burdekin,76.1875,7.1875,12.5625,1.6875,14.25,34.4375,5.5,,1.742356368
IN,Burdekin,Havannah,2,2,24/08/2006,Burdekin,75.26836535,5.378159303,15.66553343,2.69065442,18.35618785,37.48922716,8.706190446,n,1.338985387
IN,Burdekin,Havannah,2,3,3/07/2007,Burdekin,70.34890638,7.821540881,16.94900453,3.504353944,20.45335847,38.02097604,10.31764011,n,1.254329755
IN,Burdekin,Havannah,2,5,19/06/2009,Burdekin,68,8,19.1875,2.875,22.0625,1.875,9.6875,n,1.869635458
IN,Burdekin,Havannah,2,7,17/08/2011,Burdekin,63.875,15.8125,15.1875,3.375,18.5625,0.6875,7.75,s,2.452296219
IN,Burdekin,Havannah,2,9,24/06/2013,Burdekin,56.8125,9.4375,29,2.875,31.875,5.125,21.8125,n,1.68329209
IN,Burdekin,Havannah,2,11,17/06/2015,Burdekin,36.6875,4.375,53.125,3.6875,56.8125,1.0625,43.8125,n,3.162624699
IN,Burdekin,Havannah,2,12,7/06/2016,Burdekin,37.625,4.6875,52.8125,2.75,55.5625,1.0625,43,d,1.917625512
IN,Burdekin,Havannah,2,13,9/05/2017,Burdekin,55.625,3.6875,36.25,2.5625,38.8125,0.25,29.0625,b,1.237632668
IN,Burdekin,Havannah,5,1,23/08/2005,Burdekin,82.1875,2.125,10.625,4.875,15.5,51.1875,0.4375,,1.047598289
IN,Burdekin,Havannah,5,2,24/08/2006,Burdekin,83.9535137,1.751194268,10.01984938,4.149656492,14.16950587,43.61403127,1.128582803,n,2.565342078
IN,Burdekin,Havannah,5,3,3/07/2007,Burdekin,79.91430818,2.564465409,12.39465409,4.751572327,17.14622642,42.87185535,1.313679245,n,2.188259712
IN,Burdekin,Havannah,5,5,19/06/2009,Burdekin,79.9375,2.3125,13.125,4.5625,17.6875,24.125,0.875,n,3.450185246
IN,Burdekin,Havannah,5,7,25/06/2011,Burdekin,81.5,4.6875,9.5625,4.125,13.6875,1.75,0.875,s,3.288912819
IN,Burdekin,Havannah,5,9,24/06/2013,Burdekin,75.4375,4.5625,13.8125,5.6875,19.5,35.375,2.4375,n,3.456404716
IN,Burdekin,Havannah,5,11,17/06/2015,Burdekin,64.25,6.8125,21.8125,6.625,28.4375,22.3125,6.0625,n,5.970250569
IN,Burdekin,Havannah,5,12,7/06/2016,Burdekin,59.25,6.4375,28.875,5,33.875,19.0625,8.9375,n,4.530141011
IN,Burdekin,Havannah,5,13,9/05/2017,Burdekin,61.0625,3.1875,28.0625,7.1875,35.25,15.4375,11.4375,b,3.800120403
IN,Burdekin,Lady Elliot,2,1,20/05/2005,Burdekin,72.0625,0.1875,20.25,0.25,20.5,36.3125,8,,1.016196739
IN,Burdekin,Lady Elliot,2,2,23/08/2006,Burdekin,68.39544025,0.0625,25.03066038,0.377358491,25.40801887,26.16705975,12.83097484,n,4.163328327
IN,Burdekin,Lady Elliot,2,4,16/09/2008,Burdekin,57.4375,0.125,37.375,0.125,37.5,36.0625,22.125,n,3.554875286
IN,Burdekin,Lady Elliot,2,6,15/07/2010,Burdekin,59.75,0.5625,26.125,0,26.125,27.9375,13.3125,n,9.750027154
IN,Burdekin,Lady Elliot,2,8,22/06/2012,Burdekin,88.375,1.625,4.375,0,4.375,34.625,0.9375,s,13.66779411
IN,Burdekin,Lady Elliot,2,10,25/05/2014,Burdekin,72.75,6.0625,8.4375,0.375,8.8125,14.1875,2.375,n,22.72277975
IN,Burdekin,Lady Elliot,2,12,10/05/2016,Burdekin,58,2.75,19.3125,0.1875,19.5,14.9375,8.8125,n,11.97762492
IN,Burdekin,Lady Elliot,5,1,20/05/2005,Burdekin,33.375,17.5625,45.1875,0,45.1875,1.8125,1.6875,,5.635997989
IN,Burdekin,Lady Elliot,5,2,23/08/2006,Burdekin,41.6788522,14.44811321,39.80778302,0.25,40.05778302,0.563679245,2.504716981,unk,7.925842893
IN,Burdekin,Lady Elliot,5,4,16/09/2008,Burdekin,34,11.4375,48.5,0.1875,48.6875,9.3125,1.9375,n,4.612664738
IN,Burdekin,Lady Elliot,5,6,15/07/2010,Burdekin,27.375,20.5625,46.1875,0.0625,46.25,2.0625,2.3125,n,7.283061948
IN,Burdekin,Lady Elliot,5,8,22/06/2012,Burdekin,43.64583333,27.1961478,26.40605346,0.125,26.53105346,7.315251572,0.8125,s,13.27988472
IN,Burdekin,Lady Elliot,5,10,25/05/2014,Burdekin,33.375,35,27.6875,0.1875,27.875,5.125,0.4375,n,77.41216387
IN,Burdekin,Lady Elliot,5,12,10/05/2016,Burdekin,33.5625,25.9375,34.1875,1,35.1875,2.375,1.3125,n,68.78378378
IN,Burdekin,Magnetic,2,1,17/05/2005,Burdekin,74,6,18.875,0.5625,19.4375,36.8125,10.5625,,1.526269919
IN,Burdekin,Magnetic,2,2,22/08/2006,Burdekin,79.8168239,4.520440252,14.40801887,0.1875,14.59551887,58.70754717,8.896226415,s,1.800030307
IN,Burdekin,Magnetic,2,3,6/06/2007,Burdekin,69.5,9.25,19.8125,0.5625,20.375,43.4375,11.5625,n,2.520776528
IN,Burdekin,Magnetic,2,4,3/06/2008,Burdekin,70.6875,9.625,18.75,0.1875,18.9375,34.75,10.25,n,3.83242118
IN,Burdekin,Magnetic,2,5,2/07/2009,Burdekin,73,7.875,18.3125,0.25,18.5625,30.1875,9.9375,n,1.864871588
IN,Burdekin,Magnetic,2,6,6/07/2010,Burdekin,74.1875,10.875,14,0.1875,14.1875,36.0625,7.5,n,4.601660484
IN,Burdekin,Magnetic,2,7,2/06/2011,Burdekin,71.3125,16.3125,11.25,0.0625,11.3125,14.875,3.9375,s,2.817081419
IN,Burdekin,Magnetic,2,8,23/06/2012,Burdekin,75.74974696,13.57759784,9.704959514,0.16641363,9.871373144,50.54520918,4.112432524,n,1.704781266
IN,Burdekin,Magnetic,2,9,3/06/2013,Burdekin,74.3125,13.0625,11.4375,0.25,11.6875,40.75,4.9375,n,2.540256647
IN,Burdekin,Magnetic,2,10,28/06/2014,Burdekin,71.25,13,14.5625,0.0625,14.625,30.75,7.5,n,3.280624469
IN,Burdekin,Magnetic,2,11,22/05/2015,Burdekin,74.5,10.8125,13.875,0.0625,13.9375,33.9375,7.25,n,2.061213552
IN,Burdekin,Magnetic,2,12,8/06/2016,Burdekin,67.875,12.6875,18.5,0.5625,19.0625,32.5,9.5625,n,2.638773923
IN,Burdekin,Magnetic,2,13,1/05/2017,Burdekin,71.8125,11.75,15.6875,0.5625,16.25,39.125,11.1875,b,2.051479618
IN,Burdekin,Magnetic,5,1,17/05/2005,Burdekin,66.5,11.4375,20.9375,0.25,21.1875,35.3125,5.25,,3.537459081
IN,Burdekin,Magnetic,5,2,22/08/2006,Burdekin,66.78262579,7.439072327,22.27358491,0.812893082,23.08647799,20.37971698,6.503537736,s,7.329715689
IN,Burdekin,Magnetic,5,3,6/06/2007,Burdekin,65,6.25,26.375,0.8125,27.1875,27.6875,6.4375,n,7.037732394
IN,Burdekin,Magnetic,5,4,3/06/2008,Burdekin,61.47012579,10.63011006,24.89897799,1.063286164,25.96226415,34.51533019,5.313286164,n,3.867031929
IN,Burdekin,Magnetic,5,5,2/07/2009,Burdekin,62.0625,12.3125,23.125,0.625,23.75,27.375,5.375,n,4.47323512
IN,Burdekin,Magnetic,5,6,6/07/2010,Burdekin,50.3125,18.9375,27.5625,0.8125,28.375,20.875,7.625,n,8.931214545
IN,Burdekin,Magnetic,5,7,2/06/2011,Burdekin,47.9375,24.1875,24.25,0.75,25,6.8125,4.4375,s,5.356793167
IN,Burdekin,Magnetic,5,8,23/06/2012,Burdekin,55.79481132,20.01139937,21.87814465,0.438679245,22.3168239,23.95400943,3.126572327,n,6.551364107
IN,Burdekin,Magnetic,5,9,3/06/2013,Burdekin,50.75,20.8125,23.3125,0.75,24.0625,21.1875,2.9375,n,8.968985395
IN,Burdekin,Magnetic,5,10,28/06/2014,Burdekin,43.7716195,27.76061321,23.09198113,1.625786164,24.7177673,18.88246855,3.125786164,n,10.93347028
IN,Burdekin,Magnetic,5,11,22/05/2015,Burdekin,54.75,16.4375,24.6875,1.5,26.1875,26.8125,2.6875,n,7.823360628
IN,Burdekin,Magnetic,5,12,8/06/2016,Burdekin,49.0625,18.8125,27.125,2.5625,29.6875,24.3125,3.8125,n,7.556866527
IN,Burdekin,Magnetic,5,13,1/05/2017,Burdekin,45.6875,23.5,27.8125,1.6875,29.5,20.125,2.6875,n,8.870790784
IN,Burdekin,Middle Rf,2,1,18/05/2005,Burdekin,25.5625,18.3125,49.125,6.9375,56.0625,1.4375,4.875,,8.376177475
IN,Burdekin,Middle Rf,2,2,22/08/2006,Burdekin,32.72155112,14.165978,50.2833206,2.704150285,52.98747088,1.064480431,6.251194268,n,5.37082498
IN,Burdekin,Middle Rf,2,3,13/06/2007,Burdekin,24.83160828,16.70780255,53.39808917,4.875,58.27308917,3.063694268,4.5,n,7.182857932
IN,Burdekin,Middle Rf,2,5,24/05/2009,Burdekin,31.50943396,20.9634434,46.02240566,1.128930818,47.15133648,0.250393082,4.125,f,6.291137911
IN,Burdekin,Middle Rf,2,7,3/06/2011,Burdekin,36.875,16.1875,45.5625,0.75,46.3125,1.1875,1.75,n,2.293998352
IN,Burdekin,Middle Rf,2,9,3/06/2013,Burdekin,23.1875,18.5625,52.5625,5.5,58.0625,4.4375,2.625,n,4.425770308
IN,Burdekin,Palms East,2,1,7/09/2005,Burdekin,43.4375,2.5625,6.5625,46.875,53.4375,0,2.75,,0.905955729
IN,Burdekin,Palms East,2,2,25/08/2006,Burdekin,51.9158805,4.812893082,5.441430818,37.2672956,42.70872642,0.1875,2.378144654,s,1.168096435
IN,Burdekin,Palms East,2,4,3/07/2008,Burdekin,48.875,4.625,6.375,39.9375,46.3125,0.9375,4.125,n,1.549935782
IN,Burdekin,Palms East,2,6,1/06/2010,Burdekin,42.75,9.6875,9.6875,37.25,46.9375,0.5,6.5625,n,3.818618169
IN,Burdekin,Palms East,2,7,6/06/2011,Burdekin,71.75,25,1.8125,1.3125,3.125,0.125,0.4375,s,0.675953141
IN,Burdekin,Palms East,2,8,30/06/2012,Burdekin,75.3125,19.9375,3.1875,0.8125,4,1.125,1.1875,n,1.813748307
IN,Burdekin,Palms East,2,10,24/05/2014,Burdekin,83.98742138,10.56996855,2.625,1.505110063,4.130110063,2.751572327,1.625,n,4.830540402
IN,Burdekin,Palms East,2,12,9/05/2016,Burdekin,75.375,6.3125,14.8125,2.25,17.0625,7.8125,13,n,6.386994705
IN,Burdekin,Palms East,5,1,7/09/2005,Burdekin,52.5,4.25,7.75,34.875,42.625,0,3.5,,4.491874172
IN,Burdekin,Palms East,5,2,25/08/2006,Burdekin,54.85652516,10.7822327,5.137578616,28.09787736,33.23545597,0.0625,1.380503145,s,2.428959521
IN,Burdekin,Palms East,5,4,3/07/2008,Burdekin,57.625,4.1875,8.375,29.3125,37.6875,0.6875,2.875,n,1.729925751
IN,Burdekin,Palms East,5,6,1/06/2010,Burdekin,50.1875,12.25,9.8125,26.4375,36.25,0.625,4.0625,n,3.996573458
IN,Burdekin,Palms East,5,7,6/06/2011,Burdekin,75.875,21.5625,1.8125,0.0625,1.875,3.4375,0.3125,s,0.738605248
IN,Burdekin,Palms East,5,8,30/06/2012,Burdekin,74.5625,22.5,2.0625,0.3125,2.375,3.875,1,n,1.931994844
IN,Burdekin,Palms East,5,10,24/05/2014,Burdekin,76.6875,18.625,2.8125,0.875,3.6875,7.6875,1.125,n,5.925461924
IN,Burdekin,Palms East,5,12,9/05/2016,Burdekin,71.6875,13.5625,10.875,2.5,13.375,11.9375,8.5625,n,8.114813505
IN,Burdekin,Palms West,2,1,10/09/2005,Burdekin,58.625,4.4375,9.25,27.125,36.375,0.0625,3,,3.733573286
IN,Burdekin,Palms West,2,2,25/08/2006,Burdekin,57.8125,6.026785714,8.732142857,26.61607143,35.34821429,0,3.875,s,8.49550173
IN,Burdekin,Palms West,2,3,18/06/2007,Burdekin,49.0625,4.5625,10.6875,35.0625,45.75,0,4.9375,n,7.507661348
IN,Burdekin,Palms West,2,4,10/07/2008,Burdekin,59.625,5.625,8.625,25.75,34.375,0,3.6875,n,5.233935465
IN,Burdekin,Palms West,2,5,18/06/2009,Burdekin,60.125,8.625,10.5,19.875,30.375,0,4.4375,n,4.428991311
IN,Burdekin,Palms West,2,6,4/07/2010,Burdekin,39.1875,39.4375,3.875,16.8125,20.6875,0.0625,1.6875,s,5.827561443
IN,Burdekin,Palms West,2,7,7/06/2011,Burdekin,44.125,35.25,5.9375,13.875,19.8125,0.0625,1.375,n,2.440767974
IN,Burdekin,Palms West,2,8,18/06/2012,Burdekin,45.6875,35.3125,5.125,13.125,18.25,0.125,0.9375,n,4.355348277
IN,Burdekin,Palms West,2,9,23/06/2013,Burdekin,44.0625,33.5625,4.4375,17.3125,21.75,0,0.9375,n,5.847960302
IN,Burdekin,Palms West,2,10,24/05/2014,Burdekin,43.41391509,29.31839623,7.130503145,19.01139937,26.14190252,0.0625,2.1875,n,4.100357948
IN,Burdekin,Palms West,2,11,16/06/2015,Burdekin,36.9375,27.1875,9.25,26.0625,35.3125,0,4.1875,n,5.689866177
IN,Burdekin,Palms West,2,12,7/06/2016,Burdekin,34.4375,23.3125,11.125,30,41.125,0.25,4.0625,n,5.723404189
IN,Burdekin,Palms West,2,13,10/05/2017,Burdekin,43.75,30.6875,8.375,16.1875,24.5625,0.0625,1.375,b,2.076856922
IN,Burdekin,Palms West,5,1,2/09/2005,Burdekin,46.26926101,8.193396226,9.066430818,31.59080189,40.6572327,0.0625,2.625393082,,8.503874412
IN,Burdekin,Palms West,5,2,25/08/2006,Burdekin,52.1918239,7.250786164,11.07586478,25.66470126,36.74056604,0.375393082,2.814858491,n,6.794956093
IN,Burdekin,Palms West,5,3,18/06/2007,Burdekin,46.13097584,3.257498408,8.761021216,37.65236645,46.41338767,0.0625,3.689863466,n,6.892424901
IN,Burdekin,Palms West,5,4,10/07/2008,Burdekin,45.3125,4.625,11.8125,32.75,44.5625,0,3.5625,n,4.748753356
IN,Burdekin,Palms West,5,5,18/06/2009,Burdekin,54.9375,5.875,11.5,22,33.5,0.125,4.25,n,6.209150327
IN,Burdekin,Palms West,5,6,4/07/2010,Burdekin,55.90644654,8.133254717,8.378930818,22.0172956,30.39622642,0.438286164,2.814858491,n,4.841368858
IN,Burdekin,Palms West,5,7,7/06/2011,Burdekin,51.8125,11.5625,9.25,21.9375,31.1875,0.0625,2.4375,n,3.439081088
IN,Burdekin,Palms West,5,8,18/06/2012,Burdekin,56.375,8.25,9.25,21,30.25,0.0625,2.125,n,3.316052626
IN,Burdekin,Palms West,5,9,23/06/2013,Burdekin,53.9375,8.6875,7.6875,23.9375,31.625,0.25,1.875,n,5.097162798
IN,Burdekin,Palms West,5,10,24/05/2014,Burdekin,48.6875,5.375,11.5625,27.1875,38.75,0.125,3.125,n,5.490938097
